step,tenant_id,workload_type,gpu_type,gpu_hours,provider_id,accepted,price_usd_per_hour,latency_ms,reason
10,tenant-gaming,cloud_gaming,A100,1.198,akash,1,1.8,300.0,ok
10,tenant-gaming,cloud_gaming,A100,1.473,akash,1,1.8,300.0,ok
10,tenant-gaming,llm_inference,A100,0.391,akash,1,1.8,300.0,ok
10,tenant-gaming,cloud_gaming,A100,1.051,akash,1,1.8,300.0,ok
10,tenant-gaming,llm_inference,A100,0.275,akash,1,1.8,300.0,ok
10,tenant-gaming,general_compute,A100,1.869,akash,1,1.8,300.0,ok
10,tenant-render,general_compute,A100,1.248,vast,1,1.4,380.0,ok
10,tenant-render,general_compute,A100,1.263,vast,1,1.4,380.0,ok
10,tenant-render,3d_rendering,RTX4090,2.669,vast,1,0.8,380.0,ok
10,tenant-render,general_compute,A100,0.866,vast,1,1.4,380.0,ok
10,tenant-render,3d_rendering,RTX4090,1.767,vast,1,0.8,380.0,ok
10,tenant-render,general_compute,A100,1.262,vast,1,1.4,380.0,ok
10,tenant-render,general_compute,A100,1.796,vast,1,1.4,380.0,ok
10,tenant-dao,llm_inference,A100,0.832,flux,1,1.7,330.0,ok
10,tenant-dao,llm_inference,A100,0.947,flux,1,1.7,330.0,ok
10,tenant-dao,llm_inference,A100,0.856,flux,1,1.7,330.0,ok
10,tenant-dao,llm_inference,A100,0.439,flux,1,1.7,330.0,ok
10,tenant-dao,llm_inference,A100,0.999,akash,1,1.8,300.0,ok
10,tenant-dao,llm_inference,A100,0.319,flux,1,1.7,330.0,ok
11,tenant-research,llm_inference,A100,0.635,akash,1,1.8,300.0,ok
11,tenant-research,llm_inference,A100,0.457,akash,1,1.8,300.0,ok
11,tenant-research,llm_training,H100,7.882,aethir,1,3.5,260.0,ok
11,tenant-research,llm_inference,A100,0.387,akash,1,1.8,300.0,ok
11,tenant-research,general_compute,A100,0.565,akash,1,1.8,300.0,ok
11,tenant-research,general_compute,A100,1.558,akash,1,1.8,300.0,ok
11,tenant-research,general_compute,A100,1.079,akash,1,1.8,300.0,ok
11,tenant-research,3d_rendering,RTX4090,2.641,render,1,0.9,420.0,ok
11,tenant-gaming,general_compute,A100,1.243,akash,1,1.8,300.0,ok
11,tenant-gaming,cloud_gaming,A100,1.002,akash,1,1.8,300.0,ok
11,tenant-gaming,llm_inference,A100,0.896,akash,1,1.8,300.0,ok
11,tenant-gaming,general_compute,A100,1.16,akash,1,1.8,300.0,ok
11,tenant-gaming,llm_inference,A100,0.566,akash,1,1.8,300.0,ok
11,tenant-gaming,llm_inference,A100,0.528,akash,1,1.8,300.0,ok
11,tenant-gaming,llm_inference,A100,0.323,akash,1,1.8,300.0,ok
11,tenant-gaming,llm_inference,A100,0.975,akash,1,1.8,300.0,ok
11,tenant-gaming,cloud_gaming,A100,1.193,akash,1,1.8,300.0,ok
11,tenant-gaming,llm_inference,A100,0.881,akash,1,1.8,300.0,ok
11,tenant-gaming,general_compute,A100,1.789,akash,1,1.8,300.0,ok
11,tenant-render,general_compute,A100,1.639,vast,1,1.4,380.0,ok
11,tenant-render,general_compute,A100,0.554,vast,1,1.4,380.0,ok
11,tenant-render,3d_rendering,RTX4090,2.262,vast,1,0.8,380.0,ok
11,tenant-render,general_compute,A100,1.996,vast,1,1.4,380.0,ok
11,tenant-render,general_compute,A100,1.151,vast,1,1.4,380.0,ok
11,tenant-render,3d_rendering,RTX4090,2.267,vast,1,0.8,380.0,ok
11,tenant-dao,general_compute,A100,1.166,flux,1,1.7,330.0,ok
11,tenant-dao,general_compute,A100,1.855,flux,1,1.7,330.0,ok
11,tenant-dao,llm_inference,A100,0.837,akash,1,1.8,300.0,ok
11,tenant-dao,llm_inference,A100,0.5,akash,1,1.8,300.0,ok
11,tenant-dao,llm_inference,A100,0.625,akash,1,1.8,300.0,ok
11,tenant-dao,llm_inference,A100,0.834,akash,1,1.8,300.0,ok
11,tenant-dao,llm_inference,A100,0.263,flux,1,1.7,330.0,ok
12,tenant-research,llm_training,H100,9.39,aethir,1,3.5,260.0,ok
12,tenant-research,llm_training,H100,6.228,aethir,1,3.5,260.0,ok
12,tenant-research,llm_training,H100,4.787,aethir,1,3.5,260.0,ok
12,tenant-research,llm_training,H100,8.632,aethir,1,3.5,260.0,ok
12,tenant-research,general_compute,A100,1.516,akash,1,1.8,300.0,ok
12,tenant-research,llm_training,H100,6.092,aethir,1,3.5,260.0,ok
12,tenant-research,llm_inference,A100,0.67,akash,1,1.8,300.0,ok
12,tenant-research,3d_rendering,RTX4090,1.849,render,1,0.9,420.0,ok
12,tenant-research,llm_training,H100,8.917,aethir,1,3.5,260.0,ok
12,tenant-research,llm_training,H100,5.693,aethir,1,3.5,260.0,ok
12,tenant-research,llm_inference,A100,0.39,akash,1,1.8,300.0,ok
12,tenant-gaming,llm_inference,A100,0.66,akash,1,1.8,300.0,ok
12,tenant-gaming,general_compute,A100,0.943,akash,1,1.8,300.0,ok
12,tenant-gaming,general_compute,A100,1.487,akash,1,1.8,300.0,ok
12,tenant-gaming,cloud_gaming,A100,1.066,akash,1,1.8,300.0,ok
12,tenant-gaming,llm_inference,A100,0.796,akash,1,1.8,300.0,ok
12,tenant-gaming,cloud_gaming,A100,1.106,akash,1,1.8,300.0,ok
12,tenant-gaming,llm_inference,A100,0.923,akash,1,1.8,300.0,ok
12,tenant-gaming,cloud_gaming,A100,1.299,akash,1,1.8,300.0,ok
12,tenant-gaming,llm_inference,A100,0.482,akash,1,1.8,300.0,ok
12,tenant-render,3d_rendering,RTX4090,2.442,vast,1,0.8,380.0,ok
12,tenant-render,3d_rendering,RTX4090,2.677,vast,1,0.8,380.0,ok
12,tenant-render,3d_rendering,RTX4090,2.807,vast,1,0.8,380.0,ok
12,tenant-render,3d_rendering,RTX4090,1.618,vast,1,0.8,380.0,ok
12,tenant-render,3d_rendering,RTX4090,2.159,vast,1,0.8,380.0,ok
12,tenant-render,general_compute,A100,0.635,akash,1,1.8,300.0,ok
12,tenant-dao,llm_inference,A100,0.798,akash,1,1.8,300.0,ok
12,tenant-dao,llm_inference,A100,0.306,flux,1,1.7,330.0,ok
12,tenant-dao,llm_inference,A100,0.977,akash,1,1.8,300.0,ok
13,tenant-research,general_compute,A100,0.885,akash,1,1.8,300.0,ok
13,tenant-research,general_compute,A100,1.223,akash,1,1.8,300.0,ok
13,tenant-research,general_compute,A100,1.62,akash,1,1.8,300.0,ok
13,tenant-research,llm_inference,A100,0.292,akash,1,1.8,300.0,ok
13,tenant-research,general_compute,A100,0.711,akash,1,1.8,300.0,ok
13,tenant-gaming,general_compute,A100,1.79,akash,1,1.8,300.0,ok
13,tenant-gaming,llm_inference,A100,0.984,akash,1,1.8,300.0,ok
13,tenant-gaming,general_compute,A100,1.707,akash,1,1.8,300.0,ok
13,tenant-gaming,cloud_gaming,A100,1.291,akash,1,1.8,300.0,ok
13,tenant-gaming,cloud_gaming,A100,1.037,akash,1,1.8,300.0,ok
13,tenant-gaming,llm_inference,A100,0.738,akash,1,1.8,300.0,ok
13,tenant-gaming,llm_inference,A100,0.668,akash,1,1.8,300.0,ok
13,tenant-gaming,general_compute,A100,1.91,akash,1,1.8,300.0,ok
13,tenant-gaming,cloud_gaming,A100,0.734,akash,1,1.8,300.0,ok
13,tenant-gaming,cloud_gaming,A100,1.384,akash,1,1.8,300.0,ok
13,tenant-gaming,llm_inference,A100,0.932,akash,1,1.8,300.0,ok
13,tenant-render,general_compute,A100,1.864,vast,1,1.4,380.0,ok
13,tenant-render,3d_rendering,RTX4090,1.817,vast,1,0.8,380.0,ok
13,tenant-render,3d_rendering,RTX4090,2.893,vast,1,0.8,380.0,ok
13,tenant-render,3d_rendering,RTX4090,1.985,vast,1,0.8,380.0,ok
13,tenant-render,3d_rendering,RTX4090,2.775,vast,1,0.8,380.0,ok
13,tenant-render,3d_rendering,RTX4090,1.907,render,1,0.9,420.0,ok
13,tenant-render,3d_rendering,RTX4090,2.486,render,1,0.9,420.0,ok
13,tenant-render,general_compute,A100,1.129,vast,1,1.4,380.0,ok
13,tenant-dao,general_compute,A100,0.732,flux,1,1.7,330.0,ok
13,tenant-dao,llm_inference,A100,0.279,flux,1,1.7,330.0,ok
13,tenant-dao,llm_inference,A100,0.526,flux,1,1.7,330.0,ok
13,tenant-dao,general_compute,A100,0.549,flux,1,1.7,330.0,ok
13,tenant-dao,llm_inference,A100,0.555,flux,1,1.7,330.0,ok
13,tenant-dao,general_compute,A100,1.783,flux,1,1.7,330.0,ok
14,tenant-research,llm_inference,A100,0.982,akash,1,1.8,300.0,ok
14,tenant-research,llm_inference,A100,0.519,akash,1,1.8,300.0,ok
14,tenant-research,llm_training,H100,3.855,aethir,1,3.5,260.0,ok
14,tenant-research,general_compute,A100,1.182,akash,1,1.8,300.0,ok
14,tenant-research,3d_rendering,RTX4090,2.283,render,1,0.9,420.0,ok
14,tenant-research,llm_inference,A100,0.217,akash,1,1.8,300.0,ok
14,tenant-research,general_compute,A100,0.865,akash,1,1.8,300.0,ok
14,tenant-research,llm_training,H100,6.952,aethir,1,3.5,260.0,ok
14,tenant-research,llm_training,H100,8.356,aethir,1,3.5,260.0,ok
14,tenant-research,llm_training,H100,4.512,aethir,1,3.5,260.0,ok
14,tenant-research,general_compute,A100,0.993,akash,1,1.8,300.0,ok
14,tenant-research,llm_training,H100,9.304,aethir,1,3.5,260.0,ok
14,tenant-gaming,cloud_gaming,A100,1.358,akash,1,1.8,300.0,ok
14,tenant-gaming,cloud_gaming,A100,0.63,akash,1,1.8,300.0,ok
14,tenant-gaming,cloud_gaming,A100,0.674,akash,1,1.8,300.0,ok
14,tenant-gaming,llm_inference,A100,0.221,akash,1,1.8,300.0,ok
14,tenant-gaming,cloud_gaming,A100,1.29,akash,1,1.8,300.0,ok
14,tenant-gaming,cloud_gaming,A100,0.824,akash,1,1.8,300.0,ok
14,tenant-gaming,cloud_gaming,A100,0.552,akash,1,1.8,300.0,ok
14,tenant-gaming,llm_inference,A100,0.621,akash,1,1.8,300.0,ok
14,tenant-gaming,llm_inference,A100,0.581,akash,1,1.8,300.0,ok
14,tenant-gaming,llm_inference,A100,0.611,akash,1,1.8,300.0,ok
14,tenant-gaming,cloud_gaming,A100,1.004,akash,1,1.8,300.0,ok
14,tenant-gaming,general_compute,A100,0.565,akash,1,1.8,300.0,ok
14,tenant-gaming,llm_inference,A100,0.894,akash,1,1.8,300.0,ok
14,tenant-render,general_compute,A100,0.591,vast,1,1.4,380.0,ok
14,tenant-render,3d_rendering,RTX4090,1.803,vast,1,0.8,380.0,ok
14,tenant-render,3d_rendering,RTX4090,1.981,vast,1,0.8,380.0,ok
14,tenant-render,general_compute,A100,0.61,vast,1,1.4,380.0,ok
14,tenant-render,3d_rendering,RTX4090,2.217,vast,1,0.8,380.0,ok
14,tenant-dao,llm_inference,A100,0.42,flux,1,1.7,330.0,ok
14,tenant-dao,general_compute,A100,1.323,flux,1,1.7,330.0,ok
14,tenant-dao,llm_inference,A100,0.996,akash,1,1.8,300.0,ok
14,tenant-dao,llm_inference,A100,0.563,flux,1,1.7,330.0,ok
14,tenant-dao,general_compute,A100,0.649,akash,1,1.8,300.0,ok
15,tenant-research,3d_rendering,RTX4090,2.538,render,1,0.9,420.0,ok
15,tenant-research,general_compute,A100,0.823,akash,1,1.8,300.0,ok
15,tenant-research,llm_inference,A100,0.383,akash,1,1.8,300.0,ok
15,tenant-research,llm_inference,A100,0.563,akash,1,1.8,300.0,ok
15,tenant-research,llm_inference,A100,0.276,akash,1,1.8,300.0,ok
15,tenant-research,llm_inference,A100,0.732,akash,1,1.8,300.0,ok
15,tenant-research,llm_inference,A100,0.322,akash,1,1.8,300.0,ok
15,tenant-research,general_compute,A100,0.601,akash,1,1.8,300.0,ok
15,tenant-gaming,general_compute,A100,0.64,akash,1,1.8,300.0,ok
15,tenant-gaming,cloud_gaming,A100,1.239,akash,1,1.8,300.0,ok
15,tenant-gaming,general_compute,A100,1.335,akash,1,1.8,300.0,ok
15,tenant-gaming,llm_inference,A100,0.649,akash,1,1.8,300.0,ok
15,tenant-gaming,cloud_gaming,A100,0.622,akash,1,1.8,300.0,ok
15,tenant-gaming,cloud_gaming,A100,1.165,akash,1,1.8,300.0,ok
15,tenant-gaming,llm_inference,A100,0.894,akash,1,1.8,300.0,ok
15,tenant-gaming,llm_inference,A100,0.975,akash,1,1.8,300.0,ok
15,tenant-render,3d_rendering,RTX4090,1.425,vast,1,0.8,380.0,ok
15,tenant-render,3d_rendering,RTX4090,1.448,vast,1,0.8,380.0,ok
15,tenant-render,3d_rendering,RTX4090,2.691,vast,1,0.8,380.0,ok
15,tenant-render,3d_rendering,RTX4090,2.525,vast,1,0.8,380.0,ok
15,tenant-render,3d_rendering,RTX4090,2.614,vast,1,0.8,380.0,ok
15,tenant-render,general_compute,A100,1.962,vast,1,1.4,380.0,ok
15,tenant-dao,general_compute,A100,1.42,akash,1,1.8,300.0,ok
15,tenant-dao,general_compute,A100,0.539,akash,1,1.8,300.0,ok
15,tenant-dao,general_compute,A100,1.744,flux,1,1.7,330.0,ok
15,tenant-dao,llm_inference,A100,0.344,akash,1,1.8,300.0,ok
16,tenant-research,llm_inference,A100,0.205,akash,1,1.8,300.0,ok
16,tenant-research,general_compute,A100,1.349,akash,1,1.8,300.0,ok
16,tenant-research,llm_inference,A100,0.313,akash,1,1.8,300.0,ok
16,tenant-research,3d_rendering,RTX4090,1.061,render,1,0.9,420.0,ok
16,tenant-research,general_compute,A100,0.823,akash,1,1.8,300.0,ok
16,tenant-research,llm_inference,A100,0.473,akash,1,1.8,300.0,ok
16,tenant-research,llm_inference,A100,0.777,akash,1,1.8,300.0,ok
16,tenant-research,general_compute,A100,1.351,akash,1,1.8,300.0,ok
16,tenant-research,llm_training,H100,3.368,aethir,1,3.5,260.0,ok
16,tenant-gaming,cloud_gaming,A100,1.118,akash,1,1.8,300.0,ok
16,tenant-gaming,llm_inference,A100,0.418,akash,1,1.8,300.0,ok
16,tenant-gaming,llm_inference,A100,0.589,akash,1,1.8,300.0,ok
16,tenant-gaming,cloud_gaming,A100,0.773,akash,1,1.8,300.0,ok
16,tenant-gaming,llm_inference,A100,0.291,akash,1,1.8,300.0,ok
16,tenant-gaming,cloud_gaming,A100,0.783,akash,1,1.8,300.0,ok
16,tenant-gaming,llm_inference,A100,0.589,akash,1,1.8,300.0,ok
16,tenant-gaming,llm_inference,A100,0.236,akash,1,1.8,300.0,ok
16,tenant-gaming,cloud_gaming,A100,1.099,akash,1,1.8,300.0,ok
16,tenant-gaming,cloud_gaming,A100,0.801,akash,1,1.8,300.0,ok
16,tenant-render,3d_rendering,RTX4090,1.656,vast,1,0.8,380.0,ok
16,tenant-render,3d_rendering,RTX4090,2.494,vast,1,0.8,380.0,ok
16,tenant-render,3d_rendering,RTX4090,1.76,vast,1,0.8,380.0,ok
16,tenant-render,general_compute,A100,1.25,vast,1,1.4,380.0,ok
16,tenant-render,general_compute,A100,1.709,vast,1,1.4,380.0,ok
16,tenant-render,3d_rendering,RTX4090,2.724,vast,1,0.8,380.0,ok
16,tenant-render,3d_rendering,RTX4090,1.037,render,1,0.9,420.0,ok
16,tenant-render,general_compute,A100,1.793,vast,1,1.4,380.0,ok
16,tenant-dao,llm_inference,A100,0.659,akash,1,1.8,300.0,ok
16,tenant-dao,general_compute,A100,1.127,akash,1,1.8,300.0,ok
16,tenant-dao,llm_inference,A100,0.217,flux,1,1.7,330.0,ok
16,tenant-dao,llm_inference,A100,0.841,flux,1,1.7,330.0,ok
16,tenant-dao,general_compute,A100,1.748,akash,1,1.8,300.0,ok
16,tenant-dao,general_compute,A100,0.632,flux,1,1.7,330.0,ok
16,tenant-dao,general_compute,A100,0.865,flux,1,1.7,330.0,ok
17,tenant-research,llm_inference,A100,0.448,akash,1,1.8,300.0,ok
17,tenant-research,llm_inference,A100,0.466,akash,1,1.8,300.0,ok
17,tenant-research,llm_training,H100,6.573,aethir,1,3.5,260.0,ok
17,tenant-research,llm_training,H100,6.57,aethir,1,3.5,260.0,ok
17,tenant-research,general_compute,A100,1.024,akash,1,1.8,300.0,ok
17,tenant-research,general_compute,A100,1.728,akash,1,1.8,300.0,ok
17,tenant-research,general_compute,A100,0.854,akash,1,1.8,300.0,ok
17,tenant-gaming,cloud_gaming,A100,0.697,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.808,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.342,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.595,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.808,akash,1,1.8,300.0,ok
17,tenant-gaming,cloud_gaming,A100,1.424,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.708,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.891,akash,1,1.8,300.0,ok
17,tenant-gaming,llm_inference,A100,0.321,akash,1,1.8,300.0,ok
17,tenant-gaming,cloud_gaming,A100,0.942,akash,1,1.8,300.0,ok
17,tenant-render,3d_rendering,RTX4090,2.015,vast,1,0.8,380.0,ok
17,tenant-render,3d_rendering,RTX4090,1.904,vast,1,0.8,380.0,ok
17,tenant-render,3d_rendering,RTX4090,2.663,vast,1,0.8,380.0,ok
17,tenant-render,3d_rendering,RTX4090,2.729,vast,1,0.8,380.0,ok
17,tenant-render,general_compute,A100,1.423,vast,1,1.4,380.0,ok
17,tenant-render,3d_rendering,RTX4090,1.925,render,1,0.9,420.0,ok
17,tenant-render,3d_rendering,RTX4090,2.584,render,1,0.9,420.0,ok
17,tenant-dao,general_compute,A100,1.175,akash,1,1.8,300.0,ok
17,tenant-dao,general_compute,A100,1.478,flux,1,1.7,330.0,ok
17,tenant-dao,llm_inference,A100,0.581,akash,1,1.8,300.0,ok
17,tenant-dao,llm_inference,A100,0.249,akash,1,1.8,300.0,ok
17,tenant-dao,llm_inference,A100,0.919,akash,1,1.8,300.0,ok
17,tenant-dao,llm_inference,A100,0.771,akash,1,1.8,300.0,ok
17,tenant-dao,llm_inference,A100,0.338,flux,1,1.7,330.0,ok
18,tenant-research,llm_inference,A100,0.618,akash,1,1.8,300.0,ok
18,tenant-research,llm_training,H100,5.61,aethir,1,3.5,260.0,ok
18,tenant-research,llm_training,H100,5.861,aethir,1,3.5,260.0,ok
18,tenant-research,llm_inference,A100,0.678,akash,1,1.8,300.0,ok
18,tenant-research,general_compute,A100,1.471,akash,1,1.8,300.0,ok
18,tenant-research,llm_training,H100,3.662,aethir,1,3.5,260.0,ok
18,tenant-research,3d_rendering,RTX4090,1.568,render,1,0.9,420.0,ok
18,tenant-research,general_compute,A100,1.485,akash,1,1.8,300.0,ok
18,tenant-research,general_compute,A100,1.81,akash,1,1.8,300.0,ok
18,tenant-research,llm_inference,A100,0.666,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,0.85,akash,1,1.8,300.0,ok
18,tenant-gaming,general_compute,A100,1.548,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,1.095,akash,1,1.8,300.0,ok
18,tenant-gaming,general_compute,A100,0.964,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,1.292,akash,1,1.8,300.0,ok
18,tenant-gaming,general_compute,A100,1.505,akash,1,1.8,300.0,ok
18,tenant-gaming,general_compute,A100,1.608,akash,1,1.8,300.0,ok
18,tenant-gaming,llm_inference,A100,0.621,akash,1,1.8,300.0,ok
18,tenant-gaming,llm_inference,A100,0.539,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,0.863,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,0.714,akash,1,1.8,300.0,ok
18,tenant-gaming,general_compute,A100,1.229,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,0.638,akash,1,1.8,300.0,ok
18,tenant-gaming,cloud_gaming,A100,1.344,akash,1,1.8,300.0,ok
18,tenant-render,general_compute,A100,1.826,vast,1,1.4,380.0,ok
18,tenant-render,3d_rendering,RTX4090,1.674,vast,1,0.8,380.0,ok
18,tenant-render,general_compute,A100,0.697,vast,1,1.4,380.0,ok
18,tenant-render,3d_rendering,RTX4090,1.324,vast,1,0.8,380.0,ok
18,tenant-render,general_compute,A100,1.657,vast,1,1.4,380.0,ok
18,tenant-render,general_compute,A100,0.748,vast,1,1.4,380.0,ok
18,tenant-render,3d_rendering,RTX4090,1.822,vast,1,0.8,380.0,ok
18,tenant-render,3d_rendering,RTX4090,1.475,vast,1,0.8,380.0,ok
18,tenant-render,3d_rendering,RTX4090,1.57,render,1,0.9,420.0,ok
18,tenant-render,general_compute,A100,1.173,vast,1,1.4,380.0,ok
18,tenant-dao,llm_inference,A100,0.448,flux,1,1.7,330.0,ok
18,tenant-dao,general_compute,A100,1.204,flux,1,1.7,330.0,ok
18,tenant-dao,general_compute,A100,1.052,flux,1,1.7,330.0,ok
18,tenant-dao,general_compute,A100,1.977,flux,1,1.7,330.0,ok
18,tenant-dao,llm_inference,A100,0.425,flux,1,1.7,330.0,ok
18,tenant-dao,llm_inference,A100,0.622,flux,1,1.7,330.0,ok
18,tenant-dao,general_compute,A100,1.725,akash,1,1.8,300.0,ok
18,tenant-dao,general_compute,A100,0.708,flux,1,1.7,330.0,ok
19,tenant-research,general_compute,A100,1.332,akash,1,1.8,300.0,ok
19,tenant-research,llm_training,H100,8.921,aethir,1,3.5,260.0,ok
19,tenant-research,general_compute,A100,0.928,akash,1,1.8,300.0,ok
19,tenant-research,general_compute,A100,0.909,akash,1,1.8,300.0,ok
19,tenant-research,general_compute,A100,0.721,akash,1,1.8,300.0,ok
19,tenant-research,llm_inference,A100,0.957,akash,1,1.8,300.0,ok
19,tenant-research,llm_training,H100,6.158,aethir,1,3.5,260.0,ok
19,tenant-research,llm_inference,A100,0.221,akash,1,1.8,300.0,ok
19,tenant-research,llm_training,H100,6.514,aethir,1,3.5,260.0,ok
19,tenant-gaming,cloud_gaming,A100,1.495,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,0.528,akash,1,1.8,300.0,ok
19,tenant-gaming,general_compute,A100,1.759,akash,1,1.8,300.0,ok
19,tenant-gaming,llm_inference,A100,0.833,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,0.787,akash,1,1.8,300.0,ok
19,tenant-gaming,general_compute,A100,1.544,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,1.206,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,0.505,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,0.756,akash,1,1.8,300.0,ok
19,tenant-gaming,general_compute,A100,1.323,akash,1,1.8,300.0,ok
19,tenant-gaming,llm_inference,A100,0.622,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,0.788,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,0.548,akash,1,1.8,300.0,ok
19,tenant-gaming,cloud_gaming,A100,1.294,akash,1,1.8,300.0,ok
19,tenant-render,general_compute,A100,1.395,vast,1,1.4,380.0,ok
19,tenant-render,3d_rendering,RTX4090,2.031,vast,1,0.8,380.0,ok
19,tenant-render,3d_rendering,RTX4090,1.287,vast,1,0.8,380.0,ok
19,tenant-render,3d_rendering,RTX4090,2.23,vast,1,0.8,380.0,ok
19,tenant-render,3d_rendering,RTX4090,1.833,vast,1,0.8,380.0,ok
19,tenant-render,3d_rendering,RTX4090,1.171,render,1,0.9,420.0,ok
19,tenant-render,general_compute,A100,0.602,vast,1,1.4,380.0,ok
19,tenant-dao,llm_inference,A100,0.606,flux,1,1.7,330.0,ok
19,tenant-dao,general_compute,A100,1.331,flux,1,1.7,330.0,ok
19,tenant-dao,llm_inference,A100,0.576,flux,1,1.7,330.0,ok
19,tenant-dao,general_compute,A100,1.972,flux,1,1.7,330.0,ok
19,tenant-dao,llm_inference,A100,0.213,akash,1,1.8,300.0,ok
19,tenant-dao,general_compute,A100,1.017,akash,1,1.8,300.0,ok
20,tenant-research,general_compute,A100,1.603,akash,1,1.8,300.0,ok
20,tenant-research,llm_inference,A100,0.235,akash,1,1.8,300.0,ok
20,tenant-research,llm_inference,A100,0.851,akash,1,1.8,300.0,ok
20,tenant-research,llm_training,H100,8.454,aethir,1,3.5,260.0,ok
20,tenant-research,llm_inference,A100,0.756,akash,1,1.8,300.0,ok
20,tenant-research,3d_rendering,RTX4090,2.623,render,1,0.9,420.0,ok
20,tenant-research,llm_training,H100,8.433,aethir,1,3.5,260.0,ok
20,tenant-research,llm_inference,A100,0.435,akash,1,1.8,300.0,ok
20,tenant-research,llm_training,H100,4.396,aethir,1,3.5,260.0,ok
20,tenant-gaming,cloud_gaming,A100,1.433,akash,1,1.8,300.0,ok
20,tenant-gaming,llm_inference,A100,0.991,akash,1,1.8,300.0,ok
20,tenant-gaming,llm_inference,A100,0.403,akash,1,1.8,300.0,ok
20,tenant-gaming,llm_inference,A100,0.353,akash,1,1.8,300.0,ok
20,tenant-gaming,cloud_gaming,A100,1.281,akash,1,1.8,300.0,ok
20,tenant-gaming,general_compute,A100,0.998,akash,1,1.8,300.0,ok
20,tenant-gaming,cloud_gaming,A100,0.868,akash,1,1.8,300.0,ok
20,tenant-gaming,general_compute,A100,1.615,akash,1,1.8,300.0,ok
20,tenant-gaming,general_compute,A100,1.08,akash,1,1.8,300.0,ok
20,tenant-render,3d_rendering,RTX4090,2.849,render,1,0.9,420.0,ok
20,tenant-render,3d_rendering,RTX4090,2.602,render,1,0.9,420.0,ok
20,tenant-render,general_compute,A100,0.618,akash,1,1.8,300.0,ok
20,tenant-render,3d_rendering,RTX4090,2.645,render,1,0.9,420.0,ok
20,tenant-render,3d_rendering,RTX4090,1.642,render,1,0.9,420.0,ok
20,tenant-render,3d_rendering,RTX4090,2.322,render,1,0.9,420.0,ok
20,tenant-render,3d_rendering,RTX4090,2.205,render,1,0.9,420.0,ok
20,tenant-render,3d_rendering,RTX4090,2.38,render,1,0.9,420.0,ok
20,tenant-render,3d_rendering,RTX4090,1.085,render,1,0.9,420.0,ok
20,tenant-render,general_compute,A100,1.029,akash,1,1.8,300.0,ok
20,tenant-dao,general_compute,A100,0.912,flux,1,1.7,330.0,ok
20,tenant-dao,general_compute,A100,1.922,flux,1,1.7,330.0,ok
20,tenant-dao,llm_inference,A100,0.71,akash,1,1.8,300.0,ok
20,tenant-dao,llm_inference,A100,0.841,akash,1,1.8,300.0,ok
20,tenant-dao,general_compute,A100,1.929,akash,1,1.8,300.0,ok
21,tenant-research,general_compute,A100,0.552,akash,1,1.8,300.0,ok
21,tenant-research,llm_training,H100,8.45,aethir,1,3.5,260.0,ok
21,tenant-research,llm_inference,A100,0.506,akash,1,1.8,300.0,ok
21,tenant-research,llm_inference,A100,0.684,akash,1,1.8,300.0,ok
21,tenant-research,3d_rendering,RTX4090,2.898,render,1,0.9,420.0,ok
21,tenant-research,llm_inference,A100,0.81,akash,1,1.8,300.0,ok
21,tenant-research,llm_inference,A100,0.624,akash,1,1.8,300.0,ok
21,tenant-research,llm_inference,A100,0.72,akash,1,1.8,300.0,ok
21,tenant-research,llm_training,H100,3.794,aethir,1,3.5,260.0,ok
21,tenant-research,general_compute,A100,1.249,akash,1,1.8,300.0,ok
21,tenant-research,llm_inference,A100,0.649,akash,1,1.8,300.0,ok
21,tenant-gaming,cloud_gaming,A100,0.76,akash,1,1.8,300.0,ok
21,tenant-gaming,cloud_gaming,A100,1.496,akash,1,1.8,300.0,ok
21,tenant-gaming,cloud_gaming,A100,1.416,akash,1,1.8,300.0,ok
21,tenant-gaming,llm_inference,A100,0.298,akash,1,1.8,300.0,ok
